text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
"@Override public void perform(SystemInstance si) {  /** * processor needs to define their schedule */ if (vxworks() || deos()) { final List<ComponentInstance> badProcessors = si.getAllComponentInstances().stream() .filter(comp -> comp.getCategory() == ComponentCategory.PROCESSOR) .filter(cpu -> GetProperties.getModuleSchedule(cpu).size() == 0).collect(Collectors.toList());  for (ComponentInstance cpu : badProcessors) { addError(new ErrorReport(cpu, ""Need to define the processor schedule"")); } }  /** * For vxworks, we need to check that the Source_Name property * is defined on each virtual processor. */ if (vxworks()) { final List<ComponentInstance> virtualProcessorsWithoutSourceName = si .getAllComponentInstances(ComponentCategory.VIRTUAL_PROCESSOR).stream() .filter(comp -> ((comp.getCategory() == ComponentCategory.VIRTUAL_PROCESSOR) && (GetProperties.getSourceName(comp) == null))) .collect(Collectors.toList()); for (ComponentInstance vp : virtualProcessorsWithoutSourceName) { addError(new ErrorReport(vp, ""Need to define the source_name property"")); } }  /** * For vxworks, we need to check that the Source_Name property * is defined on each virtual processor. */ if (deos()) { final List<ComponentInstance> virtualProcessorsWithoutExecutionTime = si .getAllComponentInstances(ComponentCategory.VIRTUAL_PROCESSOR).stream() .filter(comp -> ((comp.getCategory() == ComponentCategory.VIRTUAL_PROCESSOR) && (GetProperties.getExecutionTimeInMS(comp) == 0))) .collect(Collectors.toList()); for (ComponentInstance vp : virtualProcessorsWithoutExecutionTime) { addError(new ErrorReport(vp, ""Need to define the execution_time property"")); }  final List<ComponentInstance> virtualProcessorsWithoutPeriod = si .getAllComponentInstances(ComponentCategory.VIRTUAL_PROCESSOR).stream() .filter(comp -> ((comp.getCategory() == ComponentCategory.VIRTUAL_PROCESSOR) && (GetProperties.getPeriodinMS(comp) == 0))) .collect(Collectors.toList()); for (ComponentInstance vp : virtualProcessorsWithoutPeriod) { addError(new ErrorReport(vp, ""Need to define the period property"")); } }  if (pok()) { OsateDebug.osateDebug(""pok case"");  /** * For each CPU, we check that every virtual processor contained in the cpu is correctly * referenced in the schedule slots */ for (ComponentInstance cpu : si.getComponentInstances().stream() .filter(comp -> comp.getCategory() == ComponentCategory.PROCESSOR).collect(Collectors.toList())) { final List<ComponentInstance> unreferencedVirtualProcessors = cpu.getComponentInstances().stream() .filter(comp -> ((comp.getCategory() == ComponentCategory.VIRTUAL_PROCESSOR) && (PokProperties.getSlotsAllocation(cpu).contains(comp) == false))) .collect(Collectors.toList()); for (ComponentInstance vp : unreferencedVirtualProcessors) { addError(new ErrorReport(cpu, ""Need to be referenced in the processor slots"")); }  if (PokProperties.getSlotsAllocation(cpu).size() != PokProperties.getTimeSlotInMs(cpu).size()) { addError(new ErrorReport(cpu, ""There are missing slots"")); } }  //			List<ComponentInstance> badProcessors = (List<ComponentInstance>) si.getAllComponentInstances().stream() //					.filter( comp -> comp.getCategory() == ComponentCategory.PROCESSOR).filter( cpu -> GetProperties.getModuleSchedule(cpu).size() == 0).collect(Collectors.toList()); // //			for (ComponentInstance cpu : badProcessors) //			{ //				addError (new ErrorReport (cpu, ""Need to define the processor schedule"")); //			} } } "	0	0	0	0	0	1
public boolean deposit(float amount) { if (getState() != State.CLOSED && amount > 0.0f) { balance = balance + amount - 0.50F; if (balance >= 0.0f) { setState(State.OPEN); } } return false; } 	1	1	1	1	0	0
"public static Function max(Object object) { return new DistinctableUnaryFunction(""MAX"", object); } "	0	0	0	0	0	1
"public static Function count(Object object, boolean distinct) { return new DistinctableUnaryFunction(""COUNT"", object).distinct(distinct); } "	0	0	0	0	0	1
"public static Function avg(Object object) { return new DistinctableUnaryFunction(""AVG"", object); } "	0	0	0	0	0	1
"@Override public void onFailure(Call<SusiResponse> call, Throwable t) { if (t.getLocalizedMessage() != null) { Log.d(TAG, t.getLocalizedMessage()); } else { Log.d(TAG, ""An error occurred"", t); } recyclerAdapter.hideDots();  if (!isNetworkConnected()) { recyclerAdapter.hideDots(); nonDeliveredMessages.addFirst(new Pair(query, id)); Snackbar snackbar = Snackbar.make(coordinatorLayout, getString(R.string.no_internet_connection), Snackbar.LENGTH_LONG); snackbar.show(); } else { realm.executeTransactionAsync(new Realm.Transaction() { @Override public void execute(Realm bgRealm) { long prId = id; try { ChatMessage chatMessage = bgRealm.where(ChatMessage.class).equalTo(""id"", prId).findFirst(); chatMessage.setIsDelivered(true); } catch (Exception e) { e.printStackTrace(); } } }); rvChatFeed.getRecycledViewPool().clear(); recyclerAdapter.notifyItemChanged((int) id); addNewMessage(getString(R.string.error_occurred_try_again), false, false, false, null); } BaseUrl.updateBaseUrl(t); computeOtherMessage(); } "	0	1	0	0	0	0
"@Override public void onItemClick(AdapterView<?> adapterView, View view, int position, long l) { Log.d(""TAG"", ""row selected "" + position);  WineApiClass currentWine = allWines.get(Integer.parseInt(view.getTag().toString())); Model.getInstance().addWineToDB(currentWine);  Fragment wineDetailFrag = new WineFragment(); FragmentTransaction ftr  = getActivity().getFragmentManager().beginTransaction(); Bundle WineToShow = new Bundle(); WineToShow.putString(Consts.WINE_BUNDLE_ID, (String) currentWine.getId());  wineDetailFrag.setArguments(WineToShow); ftr.replace(R.id.WinezActivityMainView, wineDetailFrag); ftr.addToBackStack(null); ftr.show(wineDetailFrag); ftr.commit(); } "	1	1	1	0	1	0
public Vector<Book> getBooks() { return books; } 	0	0	0	0	0	1
"private void init(final boolean isApplet) { // command help final JPanel buttonArea = new JPanel(); JButton help = new JButton(getBundleString(""spamschutz.ui.help"")); help.setMnemonic(getBundleString(""spamschutz.ui.help.mnemonic"").charAt(0)); help.addActionListener(e -> JOptionPane.showMessageDialog(null, getParameterizedBundleString(""spamschutz.ui.help.text"", now.getYear(), de.aikiit.spamprotector.util.Version.VERSION), getBundleString(""spamschutz.ui.help.title""), JOptionPane.INFORMATION_MESSAGE));  final JTextField input = new JTextField(); input.setSize(BOX_DIMENSION); input.setPreferredSize(BOX_DIMENSION); final JTextField output = new JTextField(getBundleString(""spamschutz.ui.default.output"")); output.setSize(BOX_DIMENSION); output.setPreferredSize(BOX_DIMENSION);  // read input field final JButton start = new JButton(getBundleString(""spamschutz.ui.button.rtl"")); start.setMnemonic(getBundleString(""spamschutz.ui.button.rtl.mnemonic"").charAt(0)); start.addActionListener(e -> output.setText(SpamProtector.toEncoded(input.getText())));  // read output field final JButton revert = new JButton(getBundleString(""spamschutz.ui.button.ltr"")); revert.setMnemonic(getBundleString(""spamschutz.ui.button.ltr.mnemonic"").charAt(0)); revert.addActionListener(e -> input.setText(SpamProtector.toPlain(output.getText())));  final JButton reset = new JButton(getBundleString(""spamschutz.ui.reset"")); reset.setMnemonic(getBundleString(""spamschutz.ui.reset.mnemonic"").charAt(0)); reset.addActionListener(e -> { input.setText(""""); output.setText(""""); });  buttonArea.add(revert); buttonArea.add(start); buttonArea.add(reset);  // fields final JPanel ioArea = new JPanel(new FlowLayout());  final JLabel inputLabel = new JLabel(getBundleString(""spamschutz.ui.input"")); inputLabel.setDisplayedMnemonic(getBundleString(""spamschutz.ui.input.mnemonic"").charAt(0)); inputLabel.setLabelFor(input); ioArea.add(inputLabel); ioArea.add(input);  final JLabel outputLabel = new JLabel(getBundleString(""spamschutz.ui.output"")); outputLabel.setDisplayedMnemonic(getBundleString(""spamschutz.ui.output.mnemonic"").charAt(0)); outputLabel.setLabelFor(output); ioArea.add(outputLabel); ioArea.add(output);  // window layout this.setLayout(new BorderLayout()); this.add(buttonArea, BorderLayout.NORTH); this.add(ioArea, BorderLayout.CENTER);  // if started standalone we do need a quit-button if (!isApplet) { final JButton end = new JButton(getBundleString(""spamschutz.ui.end"")); end.setMnemonic(getBundleString(""spamschutz.ui.end.mnemonic"").charAt(0)); end.addActionListener(e -> System.exit(0)); buttonArea.add(end); } buttonArea.add(help); this.setVisible(true); } "	0	0	0	0	0	1
"public SearchResult searchPattern(SearchPatternQuery query) throws ClientProtocolException, IOException { return search(query, ""/services/rest/index/"" + IntegrationTest.INDEX_NAME + ""/search/pattern""); } "	0	0	0	0	0	1
public default GraphTraversal<S, E> by() { ((FunctionHolder) this.asAdmin().getEndStep()).addFunction(Function.identity()); return this; } 	0	0	0	1	0	0
"private AlertDialog showError(Activity activity) {  AlertDialog.Builder alertDialog = new AlertDialog.Builder(activity); alertDialog.setTitle(R.string.incorrect_test_selected);  TestInfo testInfo = CaddisflyApp.getApp().getCurrentTestInfo();  alertDialog.setMessage(TextUtils.concat( StringUtil.fromHtml(getString(R.string.data_does_not_match) + ""<br /><br />""), StringUtil.fromHtml(getString(R.string.select_correct_test) + ""<br /><br />""), StringUtil.fromHtml(String.format(getString(R.string.select_test_instruction), testInfo.getTintometerId(), testInfo.getName())) ));  alertDialog.setPositiveButton(R.string.done, new DialogInterface.OnClickListener() { @Override public void onClick(DialogInterface dialogInterface, int i) { dialogInterface.dismiss(); } });  alertDialog.setCancelable(false); AlertDialog dialog = alertDialog.create(); dialog.show(); return dialog; } "	0	0	0	0	0	1
public void attachDrawer() { navigationView.setNavigationItemSelectedListener(this);  ActionBarDrawerToggle drawerToggle = new ActionBarDrawerToggle( this, drawerLayout, toolbar, R.string.nav_open_drawer, R.string.nav_close_drawer); drawerLayout.addDrawerListener(drawerToggle); drawerToggle.syncState(); } 	0	0	0	0	0	1
"@Override public void validate(final Object target, final Errors errors) { Application app = (Application) target; ValidationUtils.rejectIfEmpty( errors, ""specificationUrl"", ""specificationUrl.missing"", ""Specification URL is missing""); errors.pushNestedPath(""specificationUrl""); try { (new UrlValidator( Lists.newArrayList( ""http"", ""https""), false)).validate( app.getScmUrl(), errors); } finally { errors.popNestedPath(); } } "	0	0	0	0	0	1
@Override public MethodNode generate() { int size = ASMHelper.getArgsSize(this.argTypes) + this.returnType.getSize(); MethodNode method = this.createMethod(size, size); if (this.isInstanceMethod) { method.instructions.add(new VarInsnNode(Opcodes.ALOAD, 0)); } ASMHelper.loadArgs(this.argTypes, method.instructions, 1); boolean isPrivate = ASMHelper.hasFlag(this.targetMethod, Opcodes.ACC_PRIVATE); int opcode = this.isInstanceMethod ? (isPrivate ? Opcodes.INVOKESPECIAL : Opcodes.INVOKEVIRTUAL) : Opcodes.INVOKESTATIC; method.instructions.add(new MethodInsnNode(opcode, this.info.getClassNode().name, this.targetMethod.name, this.targetMethod.desc, false)); method.instructions.add(new InsnNode(this.returnType.getOpcode(Opcodes.IRETURN))); return method; } 	0	0	0	0	0	1
public List<Token> getTokens() { assert isLinearChain(); List<Token> tokens = new ArrayList<Token>(); for (Node<Token> node: getLattice().getNodes()) if (node.getOutgoingArcs().size() > 0) tokens.add(node.getOutgoingArcs().get(0).getLabel()); return tokens; } 	1	1	1	0	1	0
@Before void setUp() { mockedEnvironment = mock(Environment.class); mockedBufferedReader = mock(BufferedReader.class); } 	0	0	0	0	0	1
"@Override public void handle(KeyEvent event) { logger.info("">> handle()""); logger.log(Level.INFO, ""-- handle() > entered handle with param {0}"", event); if(game.getPaused()) { logger.fine(""-- handle() > Game is paused, no movement.""); logger.info(""<< handle()""); return; } switch (event.getCode()) { case RIGHT: logger.log(Level.INFO, ""-- handle() > setting position from {0} with speed {1}"", new Object[]{protagonist.getX(),speed}); setPosition(protagonist.getX(),speed); break; case LEFT:  logger.log(Level.INFO, ""-- handle() > setting position from {0} with speed {1}"", new Object[]{protagonist.getX(),-speed}); setPosition(protagonist.getX(),-speed); break; case UP:	logger.log(Level.INFO, ""-- handle() > shooting bullet from ({0}, {1})"", new Object[]{protagonist.getX()+15, protagonist.getY()}); new ProtagonistBullet(protagonistTemp, protagonist.getX()+15, protagonist.getY()); break; default:	logger.fine(""-- handle() > Invalid key pressed, returning""); break;	//TODO: Make Exception! } logger.info(""<< handle()""); } "	0	0	0	1	0	0
private synchronized ResponseEntity processConfig(Consumer<AuthorizationConfig> consumer) { return processConfig(consumer, config -> ResponseEntity.ok() .build()); } 	0	0	0	0	0	1
protected GeneralCommandLine createCommandLine() throws ExecutionException {  return createFromJavaParameters(getJavaParameters(), CommonDataKeys.PROJECT .getData(DataManager.getInstance().getDataContext()), true); } 	0	0	0	0	0	1
"private CommandData pollQueue() { Queue<CommandData> tempQueue = new PriorityBlockingQueue<>(queues.get(QueueType.CURRENT).size()+1); CommandData commandData = null; do { commandData = queues.get(QueueType.CURRENT).poll(); if (commandData == null && isAnythingToRetryNow()) { moveCommandsFromRetryToMainQueue(); commandData = queues.get(QueueType.CURRENT).poll(); } if (commandData == null) { break; } commandData = findInRetryQueue(commandData); if (commandData != null) { commandData = findInErrorQueue(commandData); } if (commandData != null && !commandData.isInForeground() && myContext.isInForeground() && !MyPreferences.isSyncWhileUsingApplicationEnabled()) { tempQueue.add(commandData); commandData = null; } } while (commandData == null); while (!tempQueue.isEmpty()) { CommandData cd = tempQueue.poll(); if (!queues.get(QueueType.CURRENT).add(cd)) { MyLog.e(this, ""Couldn't return to main Queue, size="" + queues.get(QueueType.CURRENT).size() + "" command="" + cd); break; } } MyLog.v(this, ""Polled in "" + (myContext.isInForeground() ? ""foreground"" + "" "" + (MyPreferences.isSyncWhileUsingApplicationEnabled() ? ""enabled"" : ""disabled"") : ""background"") + "" "" + commandData); if (commandData != null) { commandData.setManuallyLaunched(false); } return commandData; } "	1	0	1	0	0	0
public static ScheduledExecutorService startBackgroundTask(String url, int updateInterval) {  if (!runningTasks.containsKey(url)) { ScheduledExecutorService scheduler = Executors.newScheduledThreadPool(1); scheduler.scheduleAtFixedRate(new RefreshCountTask(url), 0, updateInterval, TimeUnit.SECONDS); runningTasks.put(url, scheduler); return scheduler; }else { return runningTasks.get(url); } } 	0	0	0	0	0	1
@ReactMethod public void deleteTimer(ExecutorToken executorToken, int timerId) { synchronized (mTimerGuard) { SparseArray<Timer> timersForContext = mTimerIdsToTimers.get(executorToken); if (timersForContext == null) { return; } Timer timer = timersForContext.get(timerId); if (timer == null) { return; } // We may have already called/removed it mTimerIdsToTimers.remove(timerId); mTimers.remove(timer); } } 	1	0	1	1	1	0
"@Bean public Docket api() { return new Docket(DocumentationType.SWAGGER_2) .select() .apis(RequestHandlerSelectors.basePackage(DraftStoreApplication.BASE_PACKAGE_NAME + "".controllers"")) .paths(PathSelectors.any()) .build(); } "	0	0	0	0	0	1
"private void routeMessageToDLC(DeliverableAndesMetadata message, LocalSubscription subscription) throws AndesException {  // If message is a queue message we move the message to the Dead Letter Channel // since topics doesn't have a Dead Letter Channel if (!subscription.isDurable()) { log.warn(""Moving message to Dead Letter Channel Due to Send Error. Message ID "" + message.getMessageID()); try { Andes.getInstance().moveMessageToDeadLetterChannel(message, message.getDestination()); } catch (AndesException dlcException) { // If an exception occur in this level, it means that there is a message store level error. // There's a possibility that we might lose this message // If the message is not removed the slot will not get removed which will lead to an // inconsistency log.error(""Error moving message "" + message.getMessageID() + "" to dead letter channel."", dlcException); } } else { //for non durable topic messages see if we can delete the message log.warn(""Discarding topic message id = "" + message.getMessageID() + "" as delivery failed""); message.markAsRejectedByClient(subscription.getChannelID()); List<DeliverableAndesMetadata> messagesToRemove = new ArrayList<>(); message.evaluateMessageAcknowledgement(); if (message.getLatestState().equals(MessageStatus.ACKED_BY_ALL)) { messagesToRemove.add(message); } MessagingEngine.getInstance().deleteMessages(messagesToRemove); } } "	1	0	1	1	1	0
